sample_id,subject_id,split,rgb_path,vis_path
p026_smile_front,p026,train,"Hyper-Skin(RGB, VIS)/train/RGB/p026_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p026_smile_front.mat"
p026_smile_left,p026,train,"Hyper-Skin(RGB, VIS)/train/RGB/p026_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p026_smile_left.mat"
p026_smile_right,p026,train,"Hyper-Skin(RGB, VIS)/train/RGB/p026_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p026_smile_right.mat"
p027_neutral_front,p027,train,"Hyper-Skin(RGB, VIS)/train/RGB/p027_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p027_neutral_front.mat"
p027_neutral_left,p027,train,"Hyper-Skin(RGB, VIS)/train/RGB/p027_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p027_neutral_left.mat"
p027_neutral_right,p027,train,"Hyper-Skin(RGB, VIS)/train/RGB/p027_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p027_neutral_right.mat"
p027_smile_front,p027,train,"Hyper-Skin(RGB, VIS)/train/RGB/p027_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p027_smile_front.mat"
p027_smile_left,p027,train,"Hyper-Skin(RGB, VIS)/train/RGB/p027_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p027_smile_left.mat"
p027_smile_right,p027,train,"Hyper-Skin(RGB, VIS)/train/RGB/p027_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p027_smile_right.mat"
p028_neutral_front,p028,train,"Hyper-Skin(RGB, VIS)/train/RGB/p028_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p028_neutral_front.mat"
p028_neutral_left,p028,train,"Hyper-Skin(RGB, VIS)/train/RGB/p028_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p028_neutral_left.mat"
p028_neutral_right,p028,train,"Hyper-Skin(RGB, VIS)/train/RGB/p028_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p028_neutral_right.mat"
p028_smile_front,p028,train,"Hyper-Skin(RGB, VIS)/train/RGB/p028_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p028_smile_front.mat"
p028_smile_left,p028,train,"Hyper-Skin(RGB, VIS)/train/RGB/p028_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p028_smile_left.mat"
p028_smile_right,p028,train,"Hyper-Skin(RGB, VIS)/train/RGB/p028_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p028_smile_right.mat"
p029_neutral_front,p029,train,"Hyper-Skin(RGB, VIS)/train/RGB/p029_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p029_neutral_front.mat"
p029_neutral_left,p029,train,"Hyper-Skin(RGB, VIS)/train/RGB/p029_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p029_neutral_left.mat"
p029_neutral_right,p029,train,"Hyper-Skin(RGB, VIS)/train/RGB/p029_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p029_neutral_right.mat"
p029_smile_front,p029,train,"Hyper-Skin(RGB, VIS)/train/RGB/p029_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p029_smile_front.mat"
p029_smile_left,p029,train,"Hyper-Skin(RGB, VIS)/train/RGB/p029_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p029_smile_left.mat"
p029_smile_right,p029,train,"Hyper-Skin(RGB, VIS)/train/RGB/p029_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p029_smile_right.mat"
p031_neutral_front,p031,train,"Hyper-Skin(RGB, VIS)/train/RGB/p031_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p031_neutral_front.mat"
p031_neutral_left,p031,train,"Hyper-Skin(RGB, VIS)/train/RGB/p031_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p031_neutral_left.mat"
p031_neutral_right,p031,train,"Hyper-Skin(RGB, VIS)/train/RGB/p031_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p031_neutral_right.mat"
p031_smile_front,p031,train,"Hyper-Skin(RGB, VIS)/train/RGB/p031_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p031_smile_front.mat"
p031_smile_left,p031,train,"Hyper-Skin(RGB, VIS)/train/RGB/p031_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p031_smile_left.mat"
p031_smile_right,p031,train,"Hyper-Skin(RGB, VIS)/train/RGB/p031_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p031_smile_right.mat"
p032_neutral_front,p032,train,"Hyper-Skin(RGB, VIS)/train/RGB/p032_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p032_neutral_front.mat"
p032_neutral_left,p032,train,"Hyper-Skin(RGB, VIS)/train/RGB/p032_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p032_neutral_left.mat"
p032_neutral_right,p032,train,"Hyper-Skin(RGB, VIS)/train/RGB/p032_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p032_neutral_right.mat"
p032_smile_front,p032,train,"Hyper-Skin(RGB, VIS)/train/RGB/p032_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p032_smile_front.mat"
p032_smile_left,p032,train,"Hyper-Skin(RGB, VIS)/train/RGB/p032_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p032_smile_left.mat"
p032_smile_right,p032,train,"Hyper-Skin(RGB, VIS)/train/RGB/p032_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p032_smile_right.mat"
p033_neutral_front,p033,train,"Hyper-Skin(RGB, VIS)/train/RGB/p033_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p033_neutral_front.mat"
p033_neutral_left,p033,train,"Hyper-Skin(RGB, VIS)/train/RGB/p033_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p033_neutral_left.mat"
p033_neutral_right,p033,train,"Hyper-Skin(RGB, VIS)/train/RGB/p033_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p033_neutral_right.mat"
p033_smile_front,p033,train,"Hyper-Skin(RGB, VIS)/train/RGB/p033_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p033_smile_front.mat"
p033_smile_left,p033,train,"Hyper-Skin(RGB, VIS)/train/RGB/p033_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p033_smile_left.mat"
p033_smile_right,p033,train,"Hyper-Skin(RGB, VIS)/train/RGB/p033_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p033_smile_right.mat"
p034_neutral_front,p034,train,"Hyper-Skin(RGB, VIS)/train/RGB/p034_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p034_neutral_front.mat"
p034_neutral_left,p034,train,"Hyper-Skin(RGB, VIS)/train/RGB/p034_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p034_neutral_left.mat"
p034_neutral_right,p034,train,"Hyper-Skin(RGB, VIS)/train/RGB/p034_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p034_neutral_right.mat"
p034_smile_front,p034,train,"Hyper-Skin(RGB, VIS)/train/RGB/p034_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p034_smile_front.mat"
p034_smile_left,p034,train,"Hyper-Skin(RGB, VIS)/train/RGB/p034_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p034_smile_left.mat"
p034_smile_right,p034,train,"Hyper-Skin(RGB, VIS)/train/RGB/p034_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p034_smile_right.mat"
p037_neutral_front,p037,train,"Hyper-Skin(RGB, VIS)/train/RGB/p037_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p037_neutral_front.mat"
p037_neutral_left,p037,train,"Hyper-Skin(RGB, VIS)/train/RGB/p037_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p037_neutral_left.mat"
p037_neutral_right,p037,train,"Hyper-Skin(RGB, VIS)/train/RGB/p037_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p037_neutral_right.mat"
p037_smile_front,p037,train,"Hyper-Skin(RGB, VIS)/train/RGB/p037_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p037_smile_front.mat"
p037_smile_left,p037,train,"Hyper-Skin(RGB, VIS)/train/RGB/p037_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p037_smile_left.mat"
p037_smile_right,p037,train,"Hyper-Skin(RGB, VIS)/train/RGB/p037_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p037_smile_right.mat"
p038_neutral_front,p038,train,"Hyper-Skin(RGB, VIS)/train/RGB/p038_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p038_neutral_front.mat"
p038_neutral_left,p038,train,"Hyper-Skin(RGB, VIS)/train/RGB/p038_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p038_neutral_left.mat"
p038_neutral_right,p038,train,"Hyper-Skin(RGB, VIS)/train/RGB/p038_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p038_neutral_right.mat"
p038_smile_front,p038,train,"Hyper-Skin(RGB, VIS)/train/RGB/p038_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p038_smile_front.mat"
p038_smile_left,p038,train,"Hyper-Skin(RGB, VIS)/train/RGB/p038_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p038_smile_left.mat"
p038_smile_right,p038,train,"Hyper-Skin(RGB, VIS)/train/RGB/p038_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p038_smile_right.mat"
p040_neutral_front,p040,train,"Hyper-Skin(RGB, VIS)/train/RGB/p040_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p040_neutral_front.mat"
p040_neutral_left,p040,train,"Hyper-Skin(RGB, VIS)/train/RGB/p040_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p040_neutral_left.mat"
p040_neutral_right,p040,train,"Hyper-Skin(RGB, VIS)/train/RGB/p040_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p040_neutral_right.mat"
p040_smile_front,p040,train,"Hyper-Skin(RGB, VIS)/train/RGB/p040_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p040_smile_front.mat"
p040_smile_left,p040,train,"Hyper-Skin(RGB, VIS)/train/RGB/p040_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p040_smile_left.mat"
p040_smile_right,p040,train,"Hyper-Skin(RGB, VIS)/train/RGB/p040_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p040_smile_right.mat"
p041_neutral_front,p041,train,"Hyper-Skin(RGB, VIS)/train/RGB/p041_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p041_neutral_front.mat"
p041_neutral_left,p041,train,"Hyper-Skin(RGB, VIS)/train/RGB/p041_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p041_neutral_left.mat"
p041_neutral_right,p041,train,"Hyper-Skin(RGB, VIS)/train/RGB/p041_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p041_neutral_right.mat"
p041_smile_front,p041,train,"Hyper-Skin(RGB, VIS)/train/RGB/p041_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p041_smile_front.mat"
p041_smile_left,p041,train,"Hyper-Skin(RGB, VIS)/train/RGB/p041_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p041_smile_left.mat"
p041_smile_right,p041,train,"Hyper-Skin(RGB, VIS)/train/RGB/p041_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p041_smile_right.mat"
p042_neutral_front,p042,train,"Hyper-Skin(RGB, VIS)/train/RGB/p042_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p042_neutral_front.mat"
p042_neutral_left,p042,train,"Hyper-Skin(RGB, VIS)/train/RGB/p042_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p042_neutral_left.mat"
p042_neutral_right,p042,train,"Hyper-Skin(RGB, VIS)/train/RGB/p042_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p042_neutral_right.mat"
p042_smile_front,p042,train,"Hyper-Skin(RGB, VIS)/train/RGB/p042_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p042_smile_front.mat"
p042_smile_left,p042,train,"Hyper-Skin(RGB, VIS)/train/RGB/p042_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p042_smile_left.mat"
p042_smile_right,p042,train,"Hyper-Skin(RGB, VIS)/train/RGB/p042_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p042_smile_right.mat"
p043_neutral_front,p043,train,"Hyper-Skin(RGB, VIS)/train/RGB/p043_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p043_neutral_front.mat"
p043_neutral_left,p043,train,"Hyper-Skin(RGB, VIS)/train/RGB/p043_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p043_neutral_left.mat"
p043_neutral_right,p043,train,"Hyper-Skin(RGB, VIS)/train/RGB/p043_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p043_neutral_right.mat"
p043_smile_front,p043,train,"Hyper-Skin(RGB, VIS)/train/RGB/p043_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p043_smile_front.mat"
p043_smile_left,p043,train,"Hyper-Skin(RGB, VIS)/train/RGB/p043_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p043_smile_left.mat"
p043_smile_right,p043,train,"Hyper-Skin(RGB, VIS)/train/RGB/p043_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p043_smile_right.mat"
p044_neutral_front,p044,train,"Hyper-Skin(RGB, VIS)/train/RGB/p044_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p044_neutral_front.mat"
p044_neutral_left,p044,train,"Hyper-Skin(RGB, VIS)/train/RGB/p044_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p044_neutral_left.mat"
p044_neutral_right,p044,train,"Hyper-Skin(RGB, VIS)/train/RGB/p044_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p044_neutral_right.mat"
p044_smile_front,p044,train,"Hyper-Skin(RGB, VIS)/train/RGB/p044_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p044_smile_front.mat"
p044_smile_left,p044,train,"Hyper-Skin(RGB, VIS)/train/RGB/p044_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p044_smile_left.mat"
p044_smile_right,p044,train,"Hyper-Skin(RGB, VIS)/train/RGB/p044_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p044_smile_right.mat"
p045_neutral_front,p045,train,"Hyper-Skin(RGB, VIS)/train/RGB/p045_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p045_neutral_front.mat"
p045_neutral_left,p045,train,"Hyper-Skin(RGB, VIS)/train/RGB/p045_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p045_neutral_left.mat"
p045_neutral_right,p045,train,"Hyper-Skin(RGB, VIS)/train/RGB/p045_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p045_neutral_right.mat"
p045_smile_front,p045,train,"Hyper-Skin(RGB, VIS)/train/RGB/p045_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p045_smile_front.mat"
p045_smile_left,p045,train,"Hyper-Skin(RGB, VIS)/train/RGB/p045_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p045_smile_left.mat"
p045_smile_right,p045,train,"Hyper-Skin(RGB, VIS)/train/RGB/p045_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p045_smile_right.mat"
p046_neutral_front,p046,train,"Hyper-Skin(RGB, VIS)/train/RGB/p046_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p046_neutral_front.mat"
p046_neutral_left,p046,train,"Hyper-Skin(RGB, VIS)/train/RGB/p046_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p046_neutral_left.mat"
p046_neutral_right,p046,train,"Hyper-Skin(RGB, VIS)/train/RGB/p046_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p046_neutral_right.mat"
p046_smile_front,p046,train,"Hyper-Skin(RGB, VIS)/train/RGB/p046_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p046_smile_front.mat"
p046_smile_left,p046,train,"Hyper-Skin(RGB, VIS)/train/RGB/p046_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p046_smile_left.mat"
p046_smile_right,p046,train,"Hyper-Skin(RGB, VIS)/train/RGB/p046_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p046_smile_right.mat"
p047_neutral_front,p047,train,"Hyper-Skin(RGB, VIS)/train/RGB/p047_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p047_neutral_front.mat"
p047_neutral_left,p047,train,"Hyper-Skin(RGB, VIS)/train/RGB/p047_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p047_neutral_left.mat"
p047_neutral_right,p047,train,"Hyper-Skin(RGB, VIS)/train/RGB/p047_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p047_neutral_right.mat"
p047_smile_front,p047,train,"Hyper-Skin(RGB, VIS)/train/RGB/p047_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p047_smile_front.mat"
p047_smile_left,p047,train,"Hyper-Skin(RGB, VIS)/train/RGB/p047_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p047_smile_left.mat"
p047_smile_right,p047,train,"Hyper-Skin(RGB, VIS)/train/RGB/p047_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p047_smile_right.mat"
p048_neutral_front,p048,train,"Hyper-Skin(RGB, VIS)/train/RGB/p048_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p048_neutral_front.mat"
p048_neutral_left,p048,train,"Hyper-Skin(RGB, VIS)/train/RGB/p048_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p048_neutral_left.mat"
p048_neutral_right,p048,train,"Hyper-Skin(RGB, VIS)/train/RGB/p048_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p048_neutral_right.mat"
p048_smile_front,p048,train,"Hyper-Skin(RGB, VIS)/train/RGB/p048_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p048_smile_front.mat"
p048_smile_left,p048,train,"Hyper-Skin(RGB, VIS)/train/RGB/p048_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p048_smile_left.mat"
p048_smile_right,p048,train,"Hyper-Skin(RGB, VIS)/train/RGB/p048_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p048_smile_right.mat"
p049_neutral_front,p049,train,"Hyper-Skin(RGB, VIS)/train/RGB/p049_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p049_neutral_front.mat"
p049_neutral_left,p049,train,"Hyper-Skin(RGB, VIS)/train/RGB/p049_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p049_neutral_left.mat"
p049_neutral_right,p049,train,"Hyper-Skin(RGB, VIS)/train/RGB/p049_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p049_neutral_right.mat"
p049_smile_front,p049,train,"Hyper-Skin(RGB, VIS)/train/RGB/p049_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p049_smile_front.mat"
p049_smile_left,p049,train,"Hyper-Skin(RGB, VIS)/train/RGB/p049_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p049_smile_left.mat"
p049_smile_right,p049,train,"Hyper-Skin(RGB, VIS)/train/RGB/p049_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p049_smile_right.mat"
p050_neutral_front,p050,train,"Hyper-Skin(RGB, VIS)/train/RGB/p050_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p050_neutral_front.mat"
p050_neutral_left,p050,train,"Hyper-Skin(RGB, VIS)/train/RGB/p050_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p050_neutral_left.mat"
p050_neutral_right,p050,train,"Hyper-Skin(RGB, VIS)/train/RGB/p050_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p050_neutral_right.mat"
p050_smile_front,p050,train,"Hyper-Skin(RGB, VIS)/train/RGB/p050_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p050_smile_front.mat"
p050_smile_left,p050,train,"Hyper-Skin(RGB, VIS)/train/RGB/p050_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p050_smile_left.mat"
p050_smile_right,p050,train,"Hyper-Skin(RGB, VIS)/train/RGB/p050_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p050_smile_right.mat"
p051_neutral_front,p051,train,"Hyper-Skin(RGB, VIS)/train/RGB/p051_neutral_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p051_neutral_front.mat"
p051_neutral_left,p051,train,"Hyper-Skin(RGB, VIS)/train/RGB/p051_neutral_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p051_neutral_left.mat"
p051_neutral_right,p051,train,"Hyper-Skin(RGB, VIS)/train/RGB/p051_neutral_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p051_neutral_right.mat"
p051_smile_front,p051,train,"Hyper-Skin(RGB, VIS)/train/RGB/p051_smile_front.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p051_smile_front.mat"
p051_smile_left,p051,train,"Hyper-Skin(RGB, VIS)/train/RGB/p051_smile_left.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p051_smile_left.mat"
p051_smile_right,p051,train,"Hyper-Skin(RGB, VIS)/train/RGB/p051_smile_right.jpg","Hyper-Skin(RGB, VIS)/train/VIS/p051_smile_right.mat"
p001_neutral_front,p001,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p001_neutral_front.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p001_neutral_front.mat"
p001_neutral_left,p001,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p001_neutral_left.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p001_neutral_left.mat"
p001_neutral_right,p001,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p001_neutral_right.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p001_neutral_right.mat"
p001_smile_front,p001,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p001_smile_front.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p001_smile_front.mat"
p001_smile_left,p001,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p001_smile_left.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p001_smile_left.mat"
p001_smile_right,p001,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p001_smile_right.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p001_smile_right.mat"
p016_neutral_front,p016,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p016_neutral_front.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p016_neutral_front.mat"
p016_neutral_left,p016,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p016_neutral_left.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p016_neutral_left.mat"
p016_neutral_right,p016,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p016_neutral_right.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p016_neutral_right.mat"
p016_smile_front,p016,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p016_smile_front.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p016_smile_front.mat"
p016_smile_left,p016,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p016_smile_left.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p016_smile_left.mat"
p016_smile_right,p016,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p016_smile_right.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p016_smile_right.mat"
p030_neutral_front,p030,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p030_neutral_front.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p030_neutral_front.mat"
p030_neutral_left,p030,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p030_neutral_left.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p030_neutral_left.mat"
p030_neutral_right,p030,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p030_neutral_right.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p030_neutral_right.mat"
p030_smile_front,p030,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p030_smile_front.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p030_smile_front.mat"
p030_smile_left,p030,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p030_smile_left.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p030_smile_left.mat"
p030_smile_right,p030,valid,"Hyper-Skin(RGB, VIS)/valid/RGB/p030_smile_right.jpg","Hyper-Skin(RGB, VIS)/valid/VIS/p030_smile_right.mat"
